,_id,qc_user,run_timestamp,_cls,cartridge_pass_fail,build_completion_date,build_completion_user,pressure_line_qc,rework,rework_description,dev_ncmr,entry_date,cartridge_type,membrane_lot,center_cap_lot,anolyte_tank_leak_rate,catholyte_tank_leak_rate,notes,qc_results,latest_assay_analysis_pass_fail,latest_assay_analysis_fail_reason,membrane_gap,tank_leak_rate,pressure_line_leak_rate,size_insert_lot,pn050_319_LCLot,pre_glue_x_measurement,pre_glue_z_measurement,b_date_ts,b_date,exp_date
24,1250816369,icaro.mesquita,1755529928,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755359760000},productionline@proteinsimple.com,0.0289,False,NONE,N/A,{'$date': 1755349063121},1,20130775,1653645,0.0277,0.0256,,"[{'analysis_timestamp': 1755521658, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1045_2025-08-18_11-12-08', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755536065, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755359760000,2025-08-16 15:56:00,2026-08-31
25,1250816374,icaro.mesquita,1755529953,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755364260000},productionline@proteinsimple.com,0.0218,False,NONE,N/A,{'$date': 1755353524853},1,20130775,1653645,0.0115,0.0148,,"[{'analysis_timestamp': 1755522179, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1853_2025-08-18_11-12-33', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755536585, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755364260000,2025-08-16 17:11:00,2026-08-31
26,1250816375,icaro.mesquita,1755529954,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755365700000},productionline@proteinsimple.com,0.0224,False,NONE,N/A,{'$date': 1755354963580},1,20130775,1653645,0.0052,0.0048,,"[{'analysis_timestamp': 1755522284, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf3051_2025-08-18_08-12-34', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755536691, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755365700000,2025-08-16 17:35:00,2026-08-31
27,1250816376,icaro.mesquita,1755529999,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755366180000},productionline@proteinsimple.com,0.0224,False,NONE,N/A,{'$date': 1755355024731},1,20130775,1653645,0.018,0.0163,,"[{'analysis_timestamp': 1755522364, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1130_2025-08-18_08-13-19', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755536770, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755366180000,2025-08-16 17:43:00,2026-08-31
28,1250816370,icaro.mesquita,1755530032,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755361620000},productionline@proteinsimple.com,0.0234,False,NONE,N/A,{'$date': 1755350891557},1,20130775,1653645,0.0267,0.0216,,"[{'analysis_timestamp': 1755521751, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1978_2025-08-18_08-13-52', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755536158, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755361620000,2025-08-16 16:27:00,2026-08-31
29,1250816368,icaro.mesquita,1755530100,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755359640000},productionline@proteinsimple.com,0.013,False,NONE,N/A,{'$date': 1755348919285},1,20130775,1653645,0.0252,0.0236,,"[{'analysis_timestamp': 1755521093, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf2980_2025-08-18_08-15-00', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755535891, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755359640000,2025-08-16 15:54:00,2026-08-31
30,1250816373,icaro.mesquita,1755530134,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755364200000},productionline@proteinsimple.com,0.0232,False,NONE,N/A,{'$date': 1755353452562},1,20130775,1653645,0.0121,0.0162,,"[{'analysis_timestamp': 1755522073, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf2009_2025-08-18_08-15-34', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755536481, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755364200000,2025-08-16 17:10:00,2026-08-31
31,1250816371,icaro.mesquita,1755530291,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755362520000},productionline@proteinsimple.com,0.0158,False,NONE,N/A,{'$date': 1755351821071},1,20130775,1653645,0.0138,0.0195,,"[{'analysis_timestamp': 1755521870, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1987_2025-08-18_08-18-11', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755536277, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755362520000,2025-08-16 16:42:00,2026-08-31
32,5250808628,ekta.sharma,1755612685,MauriceCartridge.MauriceFlexCartridge,Pass,{'$date': 1754691480000},productionline@proteinsimple.com,,False,,CAN136,{'$date': 1754680725503},5,	V030010725-07-2,55,,,,"[{'analysis_timestamp': 1755521704, 'analysis_user': 'turboqc/administrator', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'failure_type': 'Re-test', 'Fl': {}, 'run_id': 'mm0020_2025-08-18_11-46-09', 'run_status': 'Fail'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 1, 'timestamp': 1755536110, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}, {'analysis_timestamp': 1755612394, 'analysis_user': 'turboqc/administrator', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'failure_type': '', 'Fl': {}, 'run_id': 'mm0020_2025-08-19_10-11-25', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 1, 'timestamp': 1755626822, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,1.7,PASS,PASS,,,,,1754691480000,2025-08-08 22:18:00,2026-08-31
33,1250816377,poojan.patel,1755535927,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755365880000},productionline@proteinsimple.com,0.0128,False,NONE,N/A,{'$date': 1755355124369},1,20130775,1653645,0.0144,0.0156,,"[{'analysis_timestamp': 1755548812, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1494_2025-08-18_09-52-07', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755563219, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755365880000,2025-08-16 17:38:00,2026-08-31
34,1250816382,poojan.patel,1755535956,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755368400000},productionline@proteinsimple.com,0.024,False,NONE,N/A,{'$date': 1755357687947},1,20130775,1653645,0.0137,0.0133,,"[{'analysis_timestamp': 1755549108, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf2179_2025-08-18_12-52-36', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755563514, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755368400000,2025-08-16 18:20:00,2026-08-31
35,1250816379,poojan.patel,1755535991,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755367380000},productionline@proteinsimple.com,0.0154,False,NONE,N/A,{'$date': 1755356685746},1,20130775,1653645,0.0137,0.0148,,"[{'analysis_timestamp': 1755548944, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': 'Re-test', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1045_2025-08-18_12-53-11', 'run_status': 'Fail'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755563350, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Fail,Re-test,,,,,,,,1755367380000,2025-08-16 18:03:00,2026-08-31
36,1250816384,poojan.patel,1755536030,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755369120000},productionline@proteinsimple.com,0.0221,False,NONE,N/A,{'$date': 1755358421201},1,20130775,1653645,0.0126,0.0124,,"[{'analysis_timestamp': 1755549207, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1853_2025-08-18_12-53-50', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755563612, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755369120000,2025-08-16 18:32:00,2026-08-31
37,1250816385,poojan.patel,1755536033,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755369240000},productionline@proteinsimple.com,0.0142,False,NONE,N/A,{'$date': 1755358493717},1,20117853,1653645,0.0147,0.0158,,"[{'analysis_timestamp': 1755549252, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf3051_2025-08-18_09-53-53', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755563660, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755369240000,2025-08-16 18:34:00,2026-08-31
38,1250816386,poojan.patel,1755536080,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755369600000},productionline@proteinsimple.com,0.0221,False,NONE,N/A,{'$date': 1755358891946},1,20130775,1653645,0.0185,0.0207,,"[{'analysis_timestamp': 1755549314, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1130_2025-08-18_09-54-40', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755563720, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755369600000,2025-08-16 18:40:00,2026-08-31
39,1250816380,poojan.patel,1755536097,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755367440000},productionline@proteinsimple.com,0.0225,False,NONE,N/A,{'$date': 1755356752860},1,20130775,1653645,0.0165,0.0149,,"[{'analysis_timestamp': 1755548995, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1978_2025-08-18_09-54-57', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755563405, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755367440000,2025-08-16 18:04:00,2026-08-31
40,1250816378,poojan.patel,1755536162,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755367080000},productionline@proteinsimple.com,0.0239,False,NONE,N/A,{'$date': 1755356358129},1,20117853,1653645,0.0146,0.0138,,"[{'analysis_timestamp': 1755548863, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf2980_2025-08-18_09-56-02', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755563268, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755367080000,2025-08-16 17:58:00,2026-08-31
41,1250816383,poojan.patel,1755536208,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755368520000},productionline@proteinsimple.com,0.0168,False,NONE,N/A,{'$date': 1755357844738},1,20130775,1653645,0.016,0.017,,"[{'analysis_timestamp': 1755549157, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf2009_2025-08-18_09-56-48', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755563563, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755368520000,2025-08-16 18:22:00,2026-08-31
42,1250816381,poojan.patel,1755536211,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755368340000},productionline@proteinsimple.com,0.0237,False,NONE,N/A,{'$date': 1755357587134},1,20130775,1653645,0.0148,0.0171,,"[{'analysis_timestamp': 1755549044, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1987_2025-08-18_09-56-51', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755563450, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755368340000,2025-08-16 18:19:00,2026-08-31
43,1250810973,poojan.patel,1755542029,MauriceCartridge.MauriceIEFCartridge,Fail,{'$date': 1754818920000},productionline@proteinsimple.com,0.0216,False,NONE,NA,{'$date': 1754808138873},1,20117853,1653641,0.0187,0.013,Q002,"[{'analysis_timestamp': 1755546536, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': 'Scrap', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1494_2025-08-18_11-33-49', 'run_status': 'Fail'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755560944, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Fail,Scrap,,,,,,,,1754818920000,2025-08-10 09:42:00,2026-08-31
44,1250815340,poojan.patel,1755542049,MauriceCartridge.MauriceIEFCartridge,Fail,{'$date': 1755282780000},productionline@proteinsimple.com,0.0169,False,NA,NA,{'$date': 1755272042192},1,20117853,1825749,0.0074,0.0057,Q001,"[{'analysis_timestamp': 1755504416, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1978_2025-08-15_20-22-21', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755518822, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}, {'analysis_timestamp': 1755504416, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': 'Re-test', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1978_2025-08-15_20-22-21', 'run_status': 'Fail'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755518827, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}, {'analysis_timestamp': 1755546998, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': 'Scrap', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf2179_2025-08-18_14-34-09', 'run_status': 'Fail'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755561407, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Fail,Scrap,,,,,,,,1755282780000,2025-08-15 18:33:00,2026-08-31
45,1250815321,poojan.patel,1755542091,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755269040000},productionline@proteinsimple.com,0.0251,False,NA,NA,{'$date': 1755258314423},1,20130775,1825762,0.0195,0.0208,,"[{'analysis_timestamp': 1755294063, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': 'Re-test', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf2179_2025-08-15_19-20-28', 'run_status': 'Fail'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755308472, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}, {'analysis_timestamp': 1755546694, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1045_2025-08-18_14-34-51', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755561104, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755269040000,2025-08-15 14:44:00,2026-08-31
46,1250815349,poojan.patel,1755542117,MauriceCartridge.MauriceIEFCartridge,Pass,{'$date': 1755292740000},productionline@proteinsimple.com,0.0153,False,NA,NA,{'$date': 1755282024622},1,20117853,1825886,0.0178,0.0155,,"[{'analysis_timestamp': 1755547110, 'analysis_user': 'ad/cator.qc', 'compassVersion': 'Unknown', 'documentType': 'maurice_pass_fail', 'runs': [{'Abs': {'Noise Avg_Failures': [], 'Sufficient Data': {}}, 'failure_type': '', 'Fl': {'Position (pixels) STDEV_Failures': [], 'Resolution %CV_Failures': [], 'Resolution Avg_Failures': [], 'Sufficient Data': {}}, 'run_id': 'kf1853_2025-08-18_14-35-17', 'run_status': 'Pass'}], 'scriptVersion': 7, 'serverVersion': 'Unknown', 'specVersion': 2, 'timestamp': 1755561515, 'harvester_version': 7, 'harvester_fingerprint': 'dceb812d Mon, 11 Mar 2024 10:39:59 -0700'}]",Pass,,,,,,,,,1755292740000,2025-08-15 21:19:00,2026-08-31
